date,prize,num_competition,submission,isHoliday,사용자,세션,신규방문자,페이지뷰
2019-10-29,0.0,0.0,10.0,0,467,511,155,7387
2019-10-30,0.0,0.0,8.0,0,343,381,95,4961
2019-10-31,0.0,0.0,8.0,0,448,470,137,6198
2019-11-01,0.0,0.0,7.0,0,1442,1690,741,16463
2019-11-02,0.0,0.0,2.0,1,440,479,184,4276
2019-11-03,0.0,0.0,4.0,1,361,382,155,4335
2019-11-04,0.0,0.0,1.0,0,724,760,330,8480
2019-11-05,0.0,0.0,0.0,0,606,612,226,7799
2019-11-06,0.0,0.0,1.0,0,996,1015,445,8445
2019-11-07,0.0,0.0,5.0,0,674,709,289,7974
2019-11-08,0.0,0.0,6.0,0,438,442,159,5466
2019-11-09,0.0,0.0,0.0,1,270,282,92,2824
2019-11-10,0.0,0.0,3.0,1,340,349,110,4237
2019-11-11,1000.0,2.0,35.0,0,1495,1531,650,19148
2019-11-12,1000.0,2.0,68.0,0,1862,1869,789,24938
2019-11-13,1000.0,2.0,86.0,0,1403,1414,495,20456
2019-11-14,1000.0,2.0,111.0,0,1192,1212,386,18194
2019-11-15,1000.0,2.0,87.0,0,1089,1099,349,16024
2019-11-16,1000.0,2.0,77.0,1,756,761,217,11399
2019-11-17,1000.0,2.0,98.0,1,790,832,153,12645
2019-11-18,1000.0,2.0,96.0,0,1217,1267,329,17315
2019-11-19,1000.0,2.0,88.0,0,1282,1312,359,20903
2019-11-20,1000.0,3.0,104.0,0,1546,1603,479,21410
2019-11-21,3000.0,4.0,119.0,0,1662,1759,454,26755
2019-11-22,3000.0,4.0,96.0,0,1449,1525,394,21633
2019-11-23,3000.0,4.0,91.0,1,1134,1162,273,17591
2019-11-24,3000.0,4.0,96.0,1,1083,1130,212,16714
2019-11-25,3000.0,4.0,120.0,0,1562,1645,397,24675
2019-11-26,3000.0,4.0,104.0,0,1508,1569,403,24132
2019-11-27,3000.0,4.0,108.0,0,1354,1364,350,20515
2019-11-28,3000.0,4.0,104.0,0,1349,1379,310,19957
2019-11-29,3000.0,4.0,83.0,0,1123,1135,258,17527
2019-11-30,3000.0,4.0,118.0,1,1182,1170,333,14058
2019-12-01,3000.0,4.0,120.0,1,991,1004,247,13132
2019-12-02,3000.0,4.0,224.0,0,1826,1824,488,28227
2019-12-03,3000.0,4.0,218.0,0,1546,1564,320,23180
2019-12-04,3000.0,5.0,242.0,0,1516,1541,322,23575
2019-12-05,3000.0,5.0,242.0,0,1406,1401,265,20927
2019-12-06,3000.0,5.0,265.0,0,2194,2249,675,29666
2019-12-07,2000.0,2.0,64.0,1,1199,1225,326,20814
2019-12-08,2000.0,2.0,81.0,1,760,767,184,10792
2019-12-09,2000.0,2.0,115.0,0,1395,1436,389,18455
2019-12-10,2000.0,2.0,118.0,0,1189,1216,304,15722
2019-12-11,2000.0,2.0,107.0,0,1048,1060,256,13618
2019-12-12,2000.0,2.0,116.0,0,1034,1049,287,12619
2019-12-13,2000.0,2.0,107.0,0,845,865,212,11542
2019-12-14,2000.0,2.0,80.0,1,626,640,154,7313
2019-12-15,2000.0,2.0,92.0,1,581,591,145,7210
2019-12-16,2000.0,2.0,109.0,0,849,869,171,12849
2019-12-17,2000.0,2.0,98.0,0,905,931,235,12620
2019-12-18,2000.0,2.0,103.0,0,859,925,202,10758
2019-12-19,2000.0,2.0,139.0,0,992,1025,256,13580
2019-12-20,2000.0,2.0,107.0,0,946,1000,240,12625
2019-12-21,2000.0,2.0,105.0,1,1044,1098,243,14295
2019-12-22,2000.0,2.0,196.0,1,889,942,162,12611
2019-12-23,2000.0,2.0,125.0,0,901,955,234,13745
2019-12-24,2000.0,2.0,137.0,0,935,996,324,11816
2019-12-25,2000.0,2.0,131.0,0,487,515,110,6543
2019-12-26,2000.0,2.0,164.0,0,954,1035,239,14501
2019-12-27,2000.0,2.0,182.0,0,997,1012,246,14412
2019-12-28,2000.0,2.0,135.0,1,677,690,173,8387
2019-12-29,2000.0,2.0,166.0,1,935,993,308,10319
2019-12-30,2000.0,2.0,213.0,0,1116,1154,302,14327
2019-12-31,2000.0,2.0,154.0,0,49,49,49,106
2020-01-01,2000.0,2.0,165.0,1,1,1,1,2
2020-01-02,2083.0,3.0,209.0,0,1327,1447,465,18814
2020-01-03,2083.0,3.0,203.0,0,1915,2046,628,22411
2020-01-04,2083.0,3.0,183.0,1,1278,1316,313,15381
2020-01-05,2083.0,3.0,222.0,1,1223,1292,255,14210
2020-01-06,2083.0,3.0,262.0,0,1998,2145,483,24557
2020-01-07,2083.0,3.0,302.0,0,1858,1973,354,22195
2020-01-08,2083.0,3.0,312.0,0,1795,1905,352,20172
2020-01-09,2083.0,3.0,404.0,0,1915,2016,441,20148
2020-01-10,2083.0,3.5,434.0,0,2090,2210,469,22036
2020-01-11,2083.0,3.5,362.0,1,1374,1430,243,12498
2020-01-12,2083.0,3.5,483.0,1,1815,1865,336,20936
2020-01-13,83.0,2.0,119.0,0,1982,2044,402,24347
2020-01-14,83.0,2.0,149.0,0,2044,2110,550,23378
2020-01-15,83.0,2.0,133.0,0,1705,1805,386,19591
2020-01-16,1083.0,3.0,142.0,0,2861,2970,733,36232
2020-01-17,1083.0,3.0,147.0,0,2059,2112,398,25873
2020-01-18,1083.0,3.0,138.0,1,1317,1347,234,13573
2020-01-19,1083.0,3.0,131.0,1,1274,1320,213,14344
2020-01-20,1083.0,3.0,153.0,0,2187,2259,417,27955
2020-01-21,1083.0,3.0,176.0,0,1942,1934,290,23490
2020-01-22,1083.0,3.0,180.0,0,1852,1871,307,19277
2020-01-23,1083.0,3.0,182.0,0,1451,1458,236,15763
2020-01-24,1083.0,3.0,167.0,1,980,950,117,11281
2020-01-25,1083.0,3.0,139.0,1,762,748,100,7277
2020-01-26,1083.0,3.0,161.0,1,833,820,73,9159
2020-01-27,1083.0,3.0,223.0,1,996,975,110,11114
2020-01-28,1083.0,3.0,254.0,0,1778,1761,258,18688
2020-01-29,1083.0,3.0,291.0,0,1814,1795,318,21293
2020-01-30,1083.0,3.0,296.0,0,2051,2026,378,21715
2020-01-31,1083.0,3.5,278.0,0,1737,1706,307,18988
2020-02-01,1237.0,4.5,255.0,1,1397,1407,206,16239
2020-02-02,1237.0,4.5,283.0,1,1393,1361,158,17156
2020-02-03,1154.0,3.0,240.0,0,1777,1788,238,22074
2020-02-04,1154.0,3.0,301.0,0,1863,1811,277,21119
2020-02-05,1154.0,3.0,305.0,0,1950,1917,400,19253
2020-02-06,1154.0,3.0,258.0,0,1618,1588,216,15707
2020-02-07,1154.0,3.0,236.0,0,1721,1706,330,18474
2020-02-08,1154.0,3.0,255.0,1,1296,1286,234,14990
2020-02-09,1154.0,3.0,255.0,1,1280,1254,189,14307
2020-02-10,1154.0,3.5,317.0,0,2011,2002,339,24303
2020-02-11,1154.0,3.5,357.0,0,1874,1854,353,20731
2020-02-12,1154.0,3.5,373.0,0,2022,1998,316,25121
2020-02-13,154.0,2.0,285.0,0,1627,1606,253,24587
2020-02-14,154.0,2.0,255.0,0,1614,1577,274,44685
2020-02-15,154.0,2.0,210.0,1,1096,1044,156,34209
2020-02-16,154.0,2.0,226.0,1,995,962,134,30153
2020-02-17,154.0,2.0,309.0,0,1582,1550,204,51183
2020-02-18,154.0,2.0,328.0,0,1616,1541,207,46926
2020-02-19,154.0,2.0,361.0,0,1777,1724,313,48825
2020-02-20,154.0,2.0,336.0,0,1708,1688,233,49236
2020-02-21,154.0,2.0,311.0,0,1764,1735,295,50451
2020-02-22,154.0,2.0,225.0,1,1298,1242,186,39821
2020-02-23,154.0,2.0,235.0,1,1330,1264,201,35807
2020-02-24,154.0,2.0,204.0,0,1594,1517,185,45622
2020-02-25,154.0,2.0,226.0,0,1757,1693,259,53858
2020-02-26,154.0,2.0,117.0,0,1738,1709,404,51426
2020-02-27,154.0,2.5,127.0,0,1520,1481,277,47804
2020-02-28,154.0,2.5,129.0,0,1596,1555,377,47179
2020-02-29,154.0,2.5,113.0,1,1377,1377,326,41733
2020-03-01,350.0,3.0,99.0,1,2048,1912,358,102774
2020-03-02,350.0,3.0,179.0,0,2207,2091,340,86670
2020-03-03,350.0,3.0,153.0,0,2013,1933,281,71337
2020-03-04,350.0,3.0,181.0,0,1900,1797,278,71800
2020-03-05,350.0,3.0,180.0,0,1864,1756,291,68730
2020-03-06,350.0,3.0,158.0,0,2137,2045,508,73618
2020-03-07,350.0,3.0,146.0,1,1473,1336,176,56377
2020-03-08,350.0,3.0,151.0,1,1390,1307,164,46600
2020-03-09,350.0,3.0,191.0,0,1831,1685,267,61554
2020-03-10,350.0,3.0,193.0,0,1763,1695,280,59408
2020-03-11,350.0,3.0,207.0,0,1692,1586,214,55034
2020-03-12,350.0,3.0,204.0,0,1642,1544,203,55093
2020-03-13,350.0,3.0,213.0,0,1596,1502,185,48260
2020-03-14,350.0,3.0,186.0,1,1111,1028,138,36085
2020-03-15,350.0,3.0,220.0,1,1218,1156,147,38610
2020-03-16,350.0,3.0,231.0,0,1748,1701,271,50204
2020-03-17,350.0,3.0,263.0,0,1868,1787,322,61204
2020-03-18,350.0,3.5,237.0,0,2135,2059,504,66750
2020-03-19,350.0,3.5,293.0,0,1900,1809,322,57965
2020-03-20,350.0,3.5,282.0,0,2495,2409,659,76833
2020-03-21,350.0,2.0,205.0,1,1736,1656,427,58757
2020-03-22,350.0,2.0,149.0,1,1396,1322,278,44061
2020-03-23,350.0,2.0,223.0,0,2565,2514,761,77935
2020-03-24,350.0,2.0,230.0,0,1977,1963,517,66570
2020-03-25,350.0,2.0,220.0,0,1691,1663,363,54952
2020-03-26,350.0,2.0,215.0,0,1708,1644,348,52183
2020-03-27,350.0,2.0,207.0,0,1565,1460,266,49518
2020-03-28,350.0,2.0,228.0,1,1405,1344,238,45356
2020-03-29,600.0,3.0,233.0,1,1375,1324,202,50455
2020-03-30,600.0,3.0,232.0,0,1780,1712,350,56298
2020-03-31,600.0,3.0,234.0,0,1896,1823,373,59278
2020-04-01,850.0,4.0,227.0,0,1743,1651,279,60611
2020-04-02,850.0,4.0,232.0,0,1721,1607,280,59586
2020-04-03,850.0,4.0,193.0,0,1597,1509,296,49443
2020-04-04,850.0,4.0,189.0,1,1341,1277,254,35148
2020-04-05,850.0,4.0,199.0,1,1344,1308,256,39199
2020-04-06,850.0,4.0,220.0,0,1669,1593,300,45986
2020-04-07,850.0,4.0,258.0,0,1745,1677,327,43866
2020-04-08,850.0,4.0,289.0,0,1773,1733,294,51278
2020-04-09,850.0,4.0,273.0,0,1603,1530,255,41527
2020-04-10,850.0,4.0,215.0,0,1521,1447,275,41361
2020-04-11,850.0,4.5,226.0,1,1561,1493,326,43700
2020-04-12,850.0,4.5,252.0,1,1689,1658,379,46070
2020-04-13,850.0,5.0,317.0,0,2354,2282,543,72775
2020-04-14,600.0,3.5,127.0,0,1691,1626,324,50851
2020-04-15,600.0,3.5,137.0,1,1510,1451,253,49715
2020-04-16,500.0,2.0,92.0,0,1630,1602,297,48655
2020-04-17,500.0,2.0,81.0,0,1470,1416,277,41417
2020-04-18,500.0,2.0,63.0,1,1152,1160,195,33392
2020-04-19,500.0,2.0,64.0,1,1111,1076,215,31101
2020-04-20,500.0,2.0,63.0,0,1497,1435,331,40763
2020-04-21,500.0,2.0,74.0,0,1815,1813,500,50273
2020-04-22,500.0,2.0,48.0,0,1883,1850,523,49426
2020-04-23,500.0,2.0,59.0,0,2124,2122,683,52517
2020-04-24,500.0,2.0,48.0,0,1339,1288,309,35259
2020-04-25,500.0,2.0,68.0,1,1096,1078,244,27963
2020-04-26,500.0,2.0,69.0,1,1160,1160,249,30931
2020-04-27,500.0,2.0,65.0,0,1713,1662,383,46874
2020-04-28,500.0,2.0,88.0,0,2061,2008,756,47382
2020-04-29,500.0,2.0,52.0,0,1685,1702,510,45749
2020-04-30,500.0,2.0,40.0,1,1321,1309,442,30453
2020-05-01,750.0,3.0,71.0,0,1127,1070,247,33464
2020-05-02,750.0,3.0,65.0,1,1060,1030,243,32806
2020-05-03,750.0,3.0,56.0,1,1047,1025,207,29410
2020-05-04,750.0,3.0,67.0,0,1347,1307,324,34684
2020-05-05,750.0,3.0,70.0,0,1221,1226,275,32828
2020-05-06,750.0,3.0,76.0,0,1917,1869,516,46712
2020-05-07,750.0,3.0,104.0,0,2236,2258,762,51061
2020-05-08,750.0,3.5,66.0,0,1607,1582,431,40294
2020-05-09,750.0,3.5,46.0,1,1120,1088,208,31543
2020-05-10,750.0,3.5,72.0,1,1736,1825,520,54904
2020-05-11,500.0,2.0,62.0,0,1550,1538,398,44425
2020-05-12,500.0,2.0,84.0,0,1447,1390,342,46563
2020-05-13,500.0,2.0,68.0,0,1255,1237,296,34473
2020-05-14,500.0,2.0,99.0,0,1487,1459,393,43924
2020-05-15,860.0,3.0,123.0,0,1959,1891,729,60553
2020-05-16,860.0,3.0,101.0,1,1285,1232,326,35491
2020-05-17,860.0,3.0,114.0,1,1275,1227,310,37153
2020-05-18,860.0,3.0,170.0,0,3010,2947,1169,80906
2020-05-19,860.0,3.0,224.0,0,2935,2855,1058,78090
2020-05-20,860.0,3.0,230.0,0,2592,2489,712,75752
2020-05-21,860.0,3.0,228.0,0,2473,2392,626,65216
2020-05-22,860.0,3.0,231.0,0,2189,2094,498,60298
2020-05-23,860.0,4.0,252.0,1,1761,1648,315,43654
2020-05-24,860.0,4.0,304.0,1,2098,2002,350,57426
2020-05-25,860.0,4.0,371.0,0,2960,2795,705,85770
2020-05-26,360.0,1.0,145.0,0,2410,2343,673,67481
2020-05-27,360.0,1.0,127.0,0,1954,1917,533,49122
2020-05-28,360.0,1.0,122.0,0,1895,1822,620,50110
2020-05-29,360.0,1.0,123.0,0,1685,1626,435,47321
2020-05-30,360.0,1.0,163.0,1,1370,1310,366,37766
2020-05-31,360.0,1.0,124.0,1,1414,1359,384,36745
2020-06-01,1560.0,3.0,232.0,0,3096,3057,870,104384
2020-06-02,1560.0,3.0,231.0,0,2853,2741,699,85997
2020-06-03,1560.0,3.0,204.0,0,2343,2237,511,64026
2020-06-04,1560.0,3.0,231.0,0,2485,2403,596,75353
2020-06-05,1560.0,3.0,194.0,0,1882,1761,352,54683
2020-06-06,1560.0,3.0,167.0,1,1665,1593,346,40387
2020-06-07,1560.0,3.0,254.0,1,1636,1604,344,45803
2020-06-08,1560.0,3.0,299.0,0,2405,2312,472,69993
2020-06-09,1560.0,3.0,345.0,0,2605,2418,476,76345
2020-06-10,1560.0,3.0,310.0,0,2445,2298,466,68440
2020-06-11,1560.0,3.0,313.0,0,2378,2268,453,63529
2020-06-12,1560.0,3.0,251.0,0,1770,1694,344,44660
2020-06-13,1560.0,3.0,200.0,1,1317,1247,292,33178
2020-06-14,1560.0,3.0,198.0,1,1421,1372,277,35045
2020-06-15,1560.0,3.0,264.0,0,2356,2297,510,62705
2020-06-16,1560.0,3.0,294.0,0,2617,2509,612,75753
2020-06-17,1560.0,3.0,289.0,0,2266,2205,458,61875
2020-06-18,1560.0,3.0,236.0,0,2065,1997,481,60152
2020-06-19,1560.0,3.0,219.0,0,2014,2028,541,55738
2020-06-20,1560.0,3.0,318.0,1,1621,1607,336,48171
2020-06-21,1560.0,3.0,290.0,1,1582,1530,283,50831
2020-06-22,2160.0,4.0,342.0,0,3251,3152,779,98749
2020-06-23,2160.0,4.0,429.0,0,2897,2751,516,92656
2020-06-24,2160.0,4.5,436.0,0,2578,2475,503,76109
2020-06-25,2263.0,5.5,317.0,0,2413,2311,464,67215
2020-06-26,2263.0,5.5,347.0,0,2558,2474,474,81182
2020-06-27,1903.0,4.0,358.0,1,1804,1689,332,53332
2020-06-28,1903.0,4.5,305.0,1,1905,1836,378,54868
2020-06-29,1903.0,4.5,513.0,0,2974,2848,546,98397
2020-06-30,1903.0,4.5,470.0,0,2729,2576,476,88129
2020-07-01,1903.0,4.0,386.0,0,2924,2728,608,99440
2020-07-02,1903.0,4.0,320.0,0,2781,2647,582,87311
2020-07-03,1903.0,4.0,221.0,0,2412,2343,507,73757
2020-07-04,1903.0,4.0,273.0,1,1662,1615,311,49138
2020-07-05,1903.0,4.0,263.0,1,1707,1639,299,54594
2020-07-06,1903.0,4.0,305.0,0,2611,2535,527,81330
2020-07-07,1903.0,4.0,336.0,0,2940,2912,628,84445
2020-07-08,1903.0,4.5,429.0,0,3398,3313,731,107627
2020-07-09,1903.0,4.5,271.0,0,2833,2744,572,84108
2020-07-10,1903.0,4.5,265.0,0,2606,2493,551,72665
2020-07-11,1303.0,3.0,314.0,1,1774,1729,308,61681
2020-07-12,1303.0,3.0,277.0,1,1619,1528,255,52679
2020-07-13,1303.0,3.0,398.0,0,3431,3284,811,107344
2020-07-14,2403.0,4.0,247.0,0,3207,3119,817,101572
2020-07-15,2403.0,4.0,273.0,0,2786,2700,576,86167
2020-07-16,2403.0,4.0,274.0,0,2792,2678,569,88498
2020-07-17,2403.0,4.0,247.0,0,2454,2405,528,76286
2020-07-18,2403.0,4.0,656.0,1,2043,1754,330,74534
2020-07-19,2403.0,4.0,141.0,1,1589,1518,301,47833
2020-07-20,2403.0,4.0,253.0,0,2757,2650,536,83880
2020-07-21,2403.0,4.0,219.0,0,2552,2447,523,72389
2020-07-22,2403.0,4.0,235.0,0,2600,2519,603,74495
2020-07-23,2403.0,4.0,185.0,0,2500,2457,531,66795
2020-07-24,2403.0,4.0,187.0,0,2165,2139,457,55962
2020-07-25,2403.0,4.0,102.0,1,1712,1748,397,47784
2020-07-26,2403.0,4.0,122.0,1,2144,2163,530,63167
2020-07-27,2403.0,4.0,273.0,0,4046,4103,1119,118199
2020-07-28,2403.0,4.0,254.0,0,3806,3810,1020,105050
2020-07-29,2403.0,5.0,247.0,0,3267,3183,775,84898
2020-07-30,2403.0,5.0,215.0,0,4158,4280,1234,102554
2020-07-31,2403.0,5.0,260.0,0,5022,5400,1691,155435
2020-08-01,1203.0,2.0,57.0,1,1636,1637,453,35973
2020-08-02,1203.0,2.0,43.0,1,1354,1338,335,30847
2020-08-03,1303.0,3.0,227.0,0,2661,2645,774,74060
2020-08-04,1303.0,3.0,237.0,0,2720,2670,735,75072
2020-08-05,1303.0,3.0,177.0,0,2884,2945,906,74881
2020-08-06,1303.0,3.0,145.0,0,2446,2433,639,60884
2020-08-07,1303.0,3.0,206.0,0,2548,2455,592,74963
2020-08-08,1303.0,3.0,130.0,1,1321,1314,277,35735
2020-08-09,1303.0,3.0,148.0,1,1535,1503,306,38886
2020-08-10,1303.0,3.0,203.0,0,2890,2826,624,74956
2020-08-11,1303.0,3.0,195.0,0,2593,2652,655,67628
2020-08-12,1303.0,3.5,199.0,0,2477,2391,625,65783
2020-08-13,1303.0,3.5,230.0,0,2054,2018,563,42429
2020-08-14,1303.0,3.5,191.0,0,2312,2225,529,57620
2020-08-15,1200.0,2.0,75.0,1,1302,1289,291,30700
2020-08-16,1200.0,2.0,147.0,1,1491,1470,338,35808
2020-08-17,3200.0,3.0,218.0,1,2047,2026,381,57203
2020-08-18,3200.0,3.0,328.0,0,3189,3084,757,83443
2020-08-19,3200.0,3.0,236.0,0,2557,2533,546,63283
2020-08-20,3200.0,3.0,224.0,0,2691,2703,706,67687
2020-08-21,3200.0,3.0,216.0,0,2415,2382,539,57927
2020-08-22,3200.0,3.0,144.0,1,2019,2025,597,43362
2020-08-23,3200.0,3.0,154.0,1,1605,1568,346,33793
2020-08-24,3200.0,3.0,282.0,0,3779,3789,1059,87840
2020-08-25,3200.0,3.0,274.0,0,3282,3237,853,78216
2020-08-26,3200.0,3.0,330.0,0,2672,2642,584,61928
2020-08-27,3200.0,3.0,319.0,0,2629,2593,606,57074
2020-08-28,3200.0,3.0,270.0,0,2364,2312,541,48738
2020-08-29,3200.0,3.0,240.0,1,1937,1945,418,40301
2020-08-30,3200.0,3.0,225.0,1,1953,1937,438,43873
2020-08-31,3200.0,3.0,249.0,0,3205,3240,842,74199
2020-09-01,4200.0,4.0,245.0,0,3746,3858,959,96445
2020-09-02,4200.0,4.5,254.0,0,3607,3633,744,96842
2020-09-03,4200.0,4.5,255.0,0,3996,3979,852,89510
2020-09-04,4200.0,4.5,215.0,0,3592,3710,929,84513
2020-09-05,3100.0,3.0,203.0,1,1887,1900,391,36978
2020-09-06,3100.0,3.0,201.0,1,1897,1828,334,39485
2020-09-07,3100.0,3.0,276.0,0,2942,2858,606,60160
2020-09-08,3100.0,3.0,250.0,0,2552,2503,606,51602
2020-09-09,3100.0,3.0,306.0,0,2698,2649,601,58683
2020-09-10,3100.0,3.0,291.0,0,2452,2435,549,52726
2020-09-11,3100.0,3.0,270.0,0,2196,2145,471,50026
2020-09-12,3100.0,3.5,269.0,1,1617,1596,329,37620
2020-09-13,3100.0,3.5,275.0,1,1858,1804,337,44793
2020-09-14,3100.0,3.5,296.0,0,2907,2814,588,73765
2020-09-15,3000.0,2.0,180.0,0,2662,2550,585,60192
2020-09-16,3000.0,2.0,168.0,0,2605,2546,565,54994
2020-09-17,3000.0,2.0,205.0,0,2268,2254,570,49503
2020-09-18,3000.0,2.0,168.0,0,2037,1973,484,42539
2020-09-19,3000.0,2.0,155.0,1,1439,1411,278,30362
2020-09-20,3000.0,2.0,143.0,1,1485,1488,314,28586
2020-09-21,3000.0,2.0,176.0,0,2204,2155,547,43600
2020-09-22,3000.0,2.0,226.0,0,2360,2284,593,46324
2020-09-23,4000.0,3.0,248.0,0,3180,3200,995,76103
2020-09-24,4000.0,3.0,254.0,0,2423,2372,581,51781
2020-09-25,4000.0,3.0,223.0,0,2086,2048,500,43434
2020-09-26,4000.0,3.0,168.0,1,1495,1463,288,32409
2020-09-27,4000.0,3.5,170.0,1,1444,1402,306,31355
2020-09-28,4100.0,4.5,283.0,0,4080,4017,1165,97762
2020-09-29,4100.0,4.5,318.0,0,3247,3163,760,79330
2020-09-30,2100.0,3.0,151.0,0,1674,1638,345,39526
2020-10-01,2100.0,3.0,128.0,1,1268,1252,228,30269
2020-10-02,2100.0,3.0,147.0,1,1474,1442,272,31416
2020-10-03,2100.0,3.0,166.0,1,1573,1539,290,34846
2020-10-04,2100.0,3.0,172.0,1,1685,1646,359,34965
2020-10-05,3200.0,4.0,218.0,0,3091,3001,747,72422
2020-10-06,3200.0,4.0,240.0,0,2786,2729,624,68864
2020-10-07,3200.0,4.5,291.0,0,3032,2958,763,70950
2020-10-08,3200.0,4.5,292.0,0,2686,2630,564,57482
2020-10-09,3200.0,4.5,246.0,1,2079,1982,330,47100
2020-10-10,2200.0,3.0,177.0,1,1851,1839,391,46237
2020-10-11,2200.0,3.0,204.0,1,1660,1609,333,35417
2020-10-12,2200.0,3.0,215.0,0,2539,2484,601,55777
2020-10-13,2200.0,3.0,188.0,0,2728,2709,717,56528
2020-10-14,2200.0,3.0,203.0,0,2424,2412,595,49935
2020-10-15,2200.0,3.0,166.0,0,2158,2138,563,43586
2020-10-16,2200.0,3.0,185.0,0,2096,2036,475,44606
2020-10-17,2200.0,3.0,185.0,1,1629,1604,466,28201
2020-10-18,2200.0,3.0,184.0,1,2039,2005,616,39111
2020-10-19,3200.0,4.0,201.0,0,2648,2619,664,55625
2020-10-20,4700.0,5.0,210.0,0,3241,3260,1079,86136
2020-10-21,4700.0,5.0,197.0,0,2646,2617,707,65931
2020-10-22,4700.0,5.0,184.0,0,2781,2771,783,63078
2020-10-23,4700.0,5.0,159.0,0,2341,2281,562,53105
2020-10-24,4700.0,5.0,161.0,1,1813,1777,422,37347
2020-10-25,4700.0,5.0,177.0,1,1623,1604,319,38919
2020-10-26,4700.0,5.0,271.0,0,3220,3108,774,79405
2020-10-27,4700.0,5.0,270.0,0,3332,3262,817,77518
2020-10-28,4700.0,5.5,335.0,0,3413,3340,810,87497
2020-10-29,9650.0,7.5,381.0,0,3954,3946,922,107834
2020-10-30,9650.0,7.5,404.0,0,3240,3154,716,90175
2020-10-31,8650.0,6.0,247.0,1,2006,2023,447,51312
2020-11-01,8650.0,6.0,256.0,1,1995,1977,422,47970
2020-11-02,9650.0,7.0,542.0,0,4758,4717,1213,120423
2020-11-03,9650.0,7.0,439.0,0,5418,5304,1524,150888
2020-11-04,9650.0,7.0,434.0,0,4516,4472,1196,112683
2020-11-05,9650.0,7.0,511.0,0,4155,4037,1044,102901
2020-11-06,9650.0,7.0,383.0,0,3663,3576,825,88015
2020-11-07,9650.0,7.0,321.0,1,2472,2417,531,57386
2020-11-08,9650.0,7.0,314.0,1,2492,2420,522,50486
